product_id,name_en,name_ua,type,brand,parent_product_id,barcode,category,subcategory,unit,edible_part_pct,yield_factor,cooking_loss_pct,raw_or_cooked_default,notes,image_url,is_verified,source,created_at,updated_at
118,Corn flakes,Кукурудзяні пластівці,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
119,Rye flour,Житнє борошно,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
120,Rye bread,Хліб житній,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
121,"Spelt, raw",Полба сира,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
122,"Farro, raw",Фарро сире,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
123,"Semolina, dry",Манна крупа суха,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
124,"Teff, raw",Теф сирий,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
125,"Amaranth, raw",Амарант сирий,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
126,"Sorghum, raw",Сорго сире,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
127,"Wild rice, raw",Дикий рис сирий,generic,,,,14,15,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
128,"Rice noodles, dry",Рисова локшина суха,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
129,"Wheat noodles, dry",Пшенична локшина суха,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
130,Pita bread,Лаваш (піта),generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
131,"Tortilla, wheat",Тортилья пшенична,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
132,"Tortilla, corn",Тортилья кукурудзяна,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
133,"Crackers, plain",Крекери прості,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
134,Muesli,Мюслі,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
135,Granola,Гранола,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
136,Rice cakes,Рисові хлібці,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
137,"Cereal, corn-based",Кукурудзяні сніданки,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
138,"Cereal, wheat-based",Пшеничні сніданки,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
139,"Polenta, dry",Полента суха,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
140,"Fonio, raw",Фоніо сире,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
141,"Kamut, raw",Камут сирий,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
142,"Triticale, raw",Тритикале сире,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
143,"Freekeh, raw",Фріке сире,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
144,"Einkorn, raw",Однозернянка сира,generic,,,,14,18,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
145,"Durum wheat, raw",Тверда пшениця сира,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
146,Rice bran,Рисові висівки,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
147,Wheat bran,Пшеничні висівки,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
148,Oat bran,Вівсяні висівки,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
149,"Corn grits, dry",Кукурудзяна крупа,generic,,,,14,16,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
150,Instant oats,Вівсянка швидкого приготування,generic,,,,14,17,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
151,"Beans, black, dry",Квасоля чорна суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
152,"Beans, kidney, dry",Квасоля червона суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
153,"Beans, pinto, dry",Квасоля пінто суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
154,"Beans, navy, dry",Квасоля біла суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
155,"Beans, mung, dry",Маш сухий,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
156,"Beans, adzuki, dry",Квасоля адзукі суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
157,"Beans, lima, dry",Квасоля ліма суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
158,"Beans, fava, dry",Боби фава сухі,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
159,"Beans, cannellini, dry",Квасоля каннелліні суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
160,"Lentils, brown, dry",Чечевиця коричнева суха,generic,,,,19,21,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
161,"Lentils, green, dry",Чечевиця зелена суха,generic,,,,19,21,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
162,"Lentils, red, dry",Чечевиця червона суха,generic,,,,19,21,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
163,"Peas, split, dry",Горох колотий сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
164,"Peas, green, dry",Горох сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
165,"Chickpeas, dry",Нут сухий,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
166,"Soybeans, dry",Соєві боби сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
167,"Edamame, raw",Едамаме сирі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
168,"Black-eyed peas, dry",Коров’ячий горох сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
169,"Lupins, dry",Люпин сухий,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
170,"Peanuts, raw",Арахіс сирий,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
171,"Split peas, yellow, dry",Горох жовтий колотий сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
172,"Cowpeas, dry",Коров’ячий горох сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
173,"Azuki beans, dry",Квасоля адзукі суха,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
174,"Bambara beans, dry",Бамбарські боби сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
175,"Winged beans, dry",Крилаті боби сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
176,"Hyacinth beans, dry",Гіацинтові боби сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
177,"Moth beans, dry",Боби молі сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
178,"Ricebeans, dry",Рисові боби сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
179,"Horse gram, dry",Кінський горох сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
180,"Pigeon peas, dry",Голубиний горох сухий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
181,"Tepary beans, dry",Тепарі боби сухі,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
182,"Broad beans, dry",Боби широкі сухі,generic,,,,19,20,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
183,Fenugreek seeds,Насіння пажитника,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
184,"Carob, raw",Кероб сирий,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
185,"Mesquite pods, dry",Стручки мескіту сухі,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
186,"Green peas, fresh",Горох зелений свіжий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
187,"Snow peas, raw",Горох сніговий сирий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
188,"Sugar snap peas, raw",Горох цукровий сирий,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
189,Soy flour,Соєве борошно,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
190,Chickpea flour,Нутове борошно,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
191,Lentil flour,Борошно з чечевиці,generic,,,,19,21,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
192,Pea flour,Горохове борошно,generic,,,,19,22,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
193,Soy protein isolate,Соєвий протеїновий ізолят,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
194,Textured vegetable protein,Текстурований рослинний білок,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
195,"Falafel mix, dry",Суха суміш фалафель,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
196,Hummus powder,Сухий хумус,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
197,Tempeh,Темпе,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
198,"Tofu, firm",Тофу твердий,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
199,"Tofu, silken",Тофу м’який,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
200,Miso,Місо,generic,,,,19,19,g,100,1.0,0,raw,,,FALSE,USDA,2026-01-22,2026-01-22
