product_nutrient_id,product_id,nutrient_id,value_per_100g,value_per_serving,unit,source,is_estimated,created_at,updated_at,nutrient
82,7,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
83,7,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
84,7,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
85,8,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
86,8,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
87,8,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
88,8,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
89,8,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
90,8,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
91,8,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
92,8,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
93,8,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
94,8,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
95,8,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
96,8,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
97,9,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
98,9,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
99,9,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
100,9,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
101,9,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
102,9,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
103,9,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
104,9,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
105,9,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
106,9,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
107,9,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
108,9,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
109,10,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
110,10,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
111,10,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
112,10,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
113,10,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
114,10,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
115,10,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
116,10,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
117,10,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
118,10,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
119,10,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
120,10,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
121,11,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
122,11,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
123,11,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
124,11,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
125,11,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
126,11,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
127,11,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
128,11,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
129,11,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
130,11,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
131,11,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
132,11,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
133,12,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
134,12,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
135,12,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
136,12,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
137,12,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
138,12,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
139,12,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
140,12,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
141,12,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
142,12,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
143,12,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
144,12,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
145,13,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
146,13,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
147,13,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
148,13,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
149,13,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
150,13,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
151,13,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
152,13,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
153,13,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
154,13,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
155,13,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
156,13,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
157,14,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
158,14,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
159,14,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
160,14,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
161,14,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
162,14,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
163,14,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
164,14,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
165,14,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
166,14,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
167,14,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
168,14,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
169,15,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
170,15,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
171,15,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
172,15,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
173,15,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
174,15,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
175,15,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
176,15,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
177,15,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
178,15,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
179,15,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
180,15,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
181,16,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
182,16,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
183,16,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
184,16,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
185,16,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
186,16,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
187,16,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
188,16,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
189,16,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
190,16,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
191,16,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
192,16,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
193,17,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
194,17,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
195,17,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
196,17,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
197,17,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
198,17,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
199,17,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
200,17,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
201,17,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
202,17,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
203,17,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
204,17,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
205,18,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
206,18,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
207,18,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
208,18,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
209,18,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
210,18,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
211,18,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
212,18,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
213,18,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
214,18,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
215,18,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
216,18,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
217,19,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
218,19,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
219,19,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
220,19,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
221,19,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
222,19,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
223,19,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
224,19,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
225,19,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
226,19,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
227,19,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
228,19,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
229,20,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
230,20,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
231,20,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
232,20,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
233,20,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
234,20,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
235,20,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
236,20,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
237,20,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
238,20,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
239,20,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
240,20,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
241,21,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
242,21,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
243,21,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
244,21,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
245,21,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
246,21,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
247,21,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
248,21,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
249,21,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
250,21,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
251,21,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
252,21,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
253,22,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
254,22,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
255,22,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
256,22,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
257,22,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
258,22,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
259,22,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
260,22,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
261,22,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
262,22,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
263,22,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
264,22,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
265,23,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
266,23,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
267,23,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
268,23,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
269,23,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
270,23,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
271,23,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
272,23,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
273,23,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
274,23,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
275,23,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
276,23,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
277,24,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
278,24,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
279,24,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
280,24,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
281,24,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
282,24,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
283,24,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
284,24,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
285,24,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
286,24,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
287,24,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
288,24,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
289,25,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
290,25,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
291,25,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
292,25,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
293,25,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
294,25,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
295,25,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
296,25,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
297,25,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
298,25,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
299,25,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
300,25,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
301,26,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
302,26,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
303,26,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
304,26,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
305,26,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
306,26,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
307,26,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
308,26,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
309,26,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
310,26,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
311,26,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
312,26,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
313,27,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
314,27,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
315,27,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
316,27,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
317,27,5,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,monounsaturated_fat
318,27,6,0.15,,g,USDA,FALSE,2026-01-22,2026-01-22,polyunsaturated_fat
319,27,7,12.0,,g,USDA,FALSE,2026-01-22,2026-01-22,carbohydrates
320,27,8,8.0,,g,USDA,FALSE,2026-01-22,2026-01-22,sugar
321,27,9,"0,90",,g,USDA,FALSE,2026-01-22,2026-01-22,fiber
322,27,10,0.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,cholesterol
323,27,11,2.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,sodium
324,27,12,200.0,,mg,USDA,FALSE,2026-01-22,2026-01-22,potassium
325,28,1,50.0,,kcal,USDA,FALSE,2026-01-22,2026-01-22,energy_kcal
326,28,2,0.8,,g,USDA,FALSE,2026-01-22,2026-01-22,protein
327,28,3,0.4,,g,USDA,FALSE,2026-01-22,2026-01-22,fat
328,28,4,0.05,,g,USDA,FALSE,2026-01-22,2026-01-22,saturated_fat
